Data Source,Indicadores del desarrollo mundial,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66
Países menos desarrollados: clasificación de las Naciones Unidas,LDC,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,26145506415.936512,27093003051.467499,28882741111.900219,32324699987.63739,33340691756.534271,37594268826.087654,37238575760.209412,39383045126.465111,38170534592.638702,41305731714.868408,50284316455.896378,52842921391.4561,53692425752.96743,54708503647.646835,57301338425.447723,60433190949.489861,64211455054.619141,66514637635.924606,77956942314.040894,94899873688.570297,119273994251.46837,141412980497.97827,177700431910.4032,237923343078.75638,213460649108.5217,240577897958.35608,292649716441.99768,311550376016.63171,342488029147.84174,360414328753.61249,320498461182.65558,305336028926.10687,337009611737.88379,371448094409.68005,368959043249.8595,326150271514.30176,
Países de ingreso bajo,LIC,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60552614585.235397,71984659796.610931,87138642103.583359,110821006963.79781,99426141361.126328,116095517318.02412,134959962403.75584,146328348502.00204,157597167609.07321,160709187606.73227,141038231882.74561,136184655626.94846,141665551019.85867,158493204555.59326,159703516640.13303,153628882386.09308,
Liechtenstein,LIE,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,829151107.31819999,707085116.57739997,796348789.37759995,1115375328.1133001,1591974713.0682001,2269386558.2483997,2182527594.3190002,2322691899.6964002,2314614678.4857001,2274174810.0446,2505714665.1349001,2469925016.7889004,2610062341.0347004,2805438685.2909999,2842221240.0306001,3224493797.6468,3802983305.7939997,4085778186.0022001,4636439203.2309999,5657652385.3714008,6342323614.6464005,6477489420.1992998,6973746645.0078001,7069557957.0178003,7198491436.2855997,8553893340.1707001,7500950000,7407150000,8025320000,9467940000,10440959690,12321220000,13575480000,16889300000,12317800000,16158620000,23367560000,23116841752.801189,23391183951.52504,25104952770.592628,25146568842.097519,25770303382.737091,27892795103.21228,29474021186.339973,27275430961.534599,20570869583.76923,
Países de ingreso mediano bajo,LMC,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,126323883758.66269,136538162062.83952,147498340730.99869,185891721035.61102,198473982920.17151,190064765536.39517,187393460688.64236,178744139769.52808,170697334713.23502,158240063713.46954,171894076578.58115,186851575270.97235,207612226378.83783,240202246511.99753,255002131285.39743,271397881087.99783,280442787594.20966,297369141882.29559,340950886355.53186,375006552814.414,401779221842.77765,369908986965.25427,375603579852.28339,417988038423.01471,412398655821.73511,425624118710.00464,493113757830.34406,615244889922.7251,779457982342.56726,909740660119.87415,1135546515693.813,1486144875693.749,1232687347606.8501,1532862454986.2209,1893313393490.5774,2007230931007.655,2033140438866.2046,2057441265100.7537,1859571613006.1663,1822679244575.5527,2098626863520.8882,2371061763361.9497,2374546933195.6934,1998666854427.322,
Ingreso mediano y bajo,LMY,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,506664075009.22186,476329400443.27692,483410688762.1626,476232535147.85345,451756143562.1731,493971968590.90967,554327761832.70044,616062559842.85803,693761185865.45105,740768429280.03345,827146790247.02344,922692999943.39355,1027632889858.4248,1226098903901.8682,1342347354034.4329,1363796180683.0911,1329513663554.1108,1321956164671.801,1547456888470.6055,1544943290629.5393,1598892971682.845,2014748563243.7336,2538875231859.8965,3084051125102.5029,3659180724623.7808,4483233008854.3262,5540323609564.3408,4564649984586.5771,5887798065829.2412,7241190575936.8008,7597949348358.7559,8031407773962.5303,8058866032252.4541,7094059229294.124,6869568555976.834,7818218156623.3789,8771565515584.5889,8682646768416.8428,7654832643943.2686,
Lesotho,LSO,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,174981261.62063909,214474999.81349999,240694999.79070002,278759999.75760001,358066397.87003618,482387937.26887727,512888331.8295843,883972127.2163167,956117969.54472709,856264155.81773257,636667436.40000463,674537406.67880368,940516345.11025834,1040044002.0787169,1090072558.5075421,1233659325.8845277,1401273159.4568925,1570863335.0858405,1505184575.8390398,1507648500.2899945,1672069816.0748823,1602298767.5770881,1616894635.0092552,1348636840.2722385,1151326231.7820261,1136457634.8956261,1085651215.7032101,1058988558.470467,1504462023.4553809,1797678422.8261759,1702180931.1925893,1796165058.5690529,1988742474.0657711,2034790015.3603818,2138485924.275888,2499496519.1190972,2839388133.9345517,2888232483.7280569,2423923948.2441802,2306807845.0708623,2187850108.7379889,2123764311.873081,2416941571.9052129,2563423139.8157654,2368721735.2125044,2100422172.2876499,2393086537.0496521
avanzada del dividendo demográfico,LTE,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,272386785297.98877,257767223872.47607,269289484422.37509,279849959249.60321,274330662417.85077,292265491979.94958,344346441045.65936,388857090413.1839,414491119424.07483,452621510365.74469,517340964914.74469,605915246741.34314,695740815519.92725,898560374527.302,980905960252.3772,944313260873.15308,881934798522.47034,861956759941.02161,1021361832157.0437,1066974603014.0958,1127986714903.2429,1529680208320.9644,1978238059385.3979,2380701856321.3164,2883962015274.187,3608450236700.5259,4374718542352.7773,3569816400207.8354,4558002805305.3389,5608393479588.2969,5817821093668.6777,6211129762318.5811,6325400846381.4404,5633199035725.0098,5562133653399.0967,6319671356729.5293,7136238724615.4902,7179857764503.0996,6636249686004.4434,
Lituania,LTU,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2437626938.9423361,2623321272.6924109,3965875000,5129012500,5921932500,6121987500,5124515000,5543532500,6315425000,7444096251.1686773,9903484945.1145782,13646109376.503304,17320304155.487431,21892862962.01228,28415675210.397133,36383824826.626678,20283836533.977886,26105017245.08659,35825378640.39048,35841315578.334213,38241602554.002838,36024672949.605141,31423871997.046162,31282410156.88847,36863803175.257042,42409326356.843361,42567900190.686531,39330850237.38633,
Luxemburgo,LUX,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71396933850.2052,76312420355.609894,79066971537.633392,98161214935.894897,107993389160.3605,129684836469.9357,153549684366.11139,197615107256.55869,246635469360.75171,288017084088.44769,213583200079.99271,236451061197.9527,317620038233.65442,344830476834.72937,401306477055.75232,417971776657.43237,401662038798.7276,420912975448.83331,435971525797.427,469440755900.854,461548909023.48999,461278660677.07404,493489620621.48901
Letonia,LVA,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997625070,1266105000,1661196000,2245688000,2919699000,3188653000,3784603000,3552900000,2934176066.413414,3361867511.396482,3864301466.1540399,5554044360.1875591,8256240662.7705727,10716218206.298149,14840990438.534811,20510000703.78878,21459555016.289371,11544378814.654743,14392809308.658041,19743026650.67643,20633819396.293491,21326757397.527451,21762196194.464832,18518260074.462959,18263654507.841881,20832408827.81638,23691325216.868191,22920387250.000031,21507863054.518162,28118211141.12553
"Región Administrativa Especial de Macao, China",MAC,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4930599705.8027554,5426515902.371172,6828809633.3951902,8075707841.7736702,10652554264.3995,12072883618.124031,14200456860.25841,11052008290.42518,13595572899.858631,18937101892.642658,23386685875.726341,27468775545.146698,31255718752.794601,27426717666.035999,25048055154.898811,28125061847.277397,31644022144.533401,32545631946.581299,17337341009.26973,
Isla de San Martín (parte francesa),MAF,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,MAR,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,3055818597.7680426,3601691440.3771362,4264680983.5127363,4246635754.3834319,5164137937.0755548,5807058675.579031,6013963819.615366,5824318273.0637817,4808668991.9609947,4942983509.7487068,5125137546.7909031,5340616713.7836714,5787617871.2739515,6545013795.5817595,7422997732.9231901,8853107076.1646404,9004829697.1820107,9635067273.7654305,9106855422.853941,9674753591.7389603,11333527772.408319,10908255443.060751,10327689553.87644,10962145103.567379,11324995199.868649,12084556443.106741,11817738250.327909,12752628036.930971,15224550035.552759,18901606281.797241,21615514675.555241,25082714599.740509,32735532657.539921,44909700080.098068,37346258443.265739,39108944424.226547,48763626006.424232,49912582618.415863,49667376897.672745,53142926849.3451,43623670536.947227,47516912886.871811,52159293930.10199,58182159895.289391,56758647442.269478,48585703439.251755,
Mónaco,MCO,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
República de Moldova,MDA,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777435000,1037900000,1293060000,1464030000,1276190000,826360000,1008410000,1066450000,1246050000,1714160000,2082350000,2672840000,3128670000,4358900000,5670320000,3976460000,4468330000,5921970000,5904560000,6294540000,6165140000,4846600000,4783900000,5697610000,6851810000,7030109999.9999952,6399848905.5472298,
Madagascar,MDG,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,370870831.88359147,502164872.52835494,413936691.69500077,455920587.42197704,584875141.34185386,958580299.03649354,1121409512.5581675,827184862.3366127,752392169.274683,671507862.91064203,666469738.93034697,636169624.68252504,696666625.51622796,725673704.03162289,761335316.91508901,757011108.94562507,984588750.76967096,844520965.91404498,883679965.66462302,970303574.20448804,1031973729.645406,1160808149.16431,1149611101.011142,1046947461.501048,1074001505.127815,1081512307.4903181,1218839063.3294415,1308416893.3712282,1778734768.7100391,1460004314.2,1655036797.3000002,2294820673.4222569,2510854658.894866,3539042393.78545,4916677131.2746096,4090326394.3286009,3654022519.6781669,4124161122.1613951,4348701944.6917858,4614698261.8429155,4396925157.07623,3966854229.7828169,4067079519.863966,4943717590.9201164,5334227038.0897903,5276373324.8543463,4249606624.4053693,
Maldivas,MDV,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,10900000,16200000,48300000,89800000,97100000,99400000,106600000,107800000,98500000,106136000,111795000,127449200,156492800,177720800,202570216,237300000,256976040,281896967.10950398,336962302.65101016,381296125.57483685,436110097.06902492,447127446.73923767,502082942.32455111,491987185.9025951,501501385.42433453,496918344.7140336,579172984.24756968,767164942.71624637,910370155.16638076,1102828593.6756523,1942990829.042541,2380766319.6187267,1758234843.160526,2008492594.3306699,2596073898.7369928,2422758747.5490422,2767478244.4449139,3114865486.5201459,3111617987.877357,3564144750.5007052,3891253806.2940321,4613508941.1912327,4671589694.2198439,2769478536.1665411,
Oriente Medio y Norte de África,MEA,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,185753526531.66251,207287260024.49109,238837299756.77713,290967416996.29132,341398267637.0575,325889473791.82312,325147951543.95343,305646090691.30066,261519726684.05112,224912065775.9216,235704154682.07184,240850802470.38602,262913660139.23605,306150288007.52686,365437482100.68121,370892231999.10645,349058438347.18427,322971912425.8645,352303955461.93835,379391176876.12079,387649298297.95068,373269201045.79187,381741242185.01367,428557395004.21069,406300614587.26318,410796127637.41016,455148982026.53729,556425900622.30554,665233119464.49194,771665978336.56592,958591062714.36353,1192867095783.1042,1049881357983.064,1147335611368.738,1279693696337.9285,1419518193465.2766,1497724916579.0325,1564254519523.6968,1394909189794.8008,1284135644409.1765,1359497894177.0005,1480252108882.9795,1514071457325.8176,1258790696726.1296,
México,MEX,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,21687000000,33496000000,45065000000,34859000000,24212000000,29876000000,31206000000,26937000000,27598000000,36646000000,44579000000,53183000000,60931000000,72150000000,74694000000,87527880000,72391910000,86442093000,101662614000,156114032000,172883322112,211598972810,203897027197,203018879824.81,205226359720.2778,233484689341.7912,266377923024.1377,304190332274,335085642999,361128253451,280355347732,350745775733,411547816470,438826104093,463096112660,478069495672,466628994536,458057842459,498571829101,551646415921,547257876345,457354499826,
Islas Marshall,MHL,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145362105.97806779,143577776.37424511,154401153.3180778,152103180.29266641,170251740.70603788,179220101.86470789,197450751.37847751,246556840.19806802,256732590.18930209,210299803.1775488,178226797.79995921,190708401.0532304,202149649.5169681,200411421.57370049,,,
Ingreso mediano,MIC,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,490026775773.13251,459725071690.1593,467141936230.77917,459480809361.69757,436501655332.16736,477709473989.53937,537442939416.56494,598703442840.41199,674742658669.83142,721004943303.2699,805854618715.43933,901956722446.88245,1003647331980.9368,1200517170638.4863,1314871937861.7019,1337610241665.7244,1302830132785.7886,1295611787349.782,1518625562979.7507,1514404649595.5615,1565567318002.292,1977093773924.1533,2490403097233.4868,3023461084338.4004,3587156322930.7065,4396010154345.1289,5429525456121.002,4465282684551.9111,5771707508012.6455,7104839422037.1328,7451004312409.4307,7873681873314.8477,7898488541164.8896,6953250035969.8652,6733548953786.1162,7673959353868.8535,8610069562964.2227,8520571286553.7686,7501902472020.8271,
Macedonia del Norte,MKD,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589350000,1561070000,1660722133.0383801,1640297686.4378901,1889667396.1849601,1642340300.54742,1909133125.4228601,2274217548.4060502,2977543725.5116796,3392855988.1964598,3932456829.1395397,5798627429.9506598,7206301920.4275198,5378427915.794158,5788875376.5740004,7346883122.4350777,6922305203.9094353,7148832626.44174,7802578261.831789,7021046392.3193007,7658287614.2490311,8443546238.3802776,9936065689.4825993,10359349109.231991,9402348310.2743568,12153542091.76716
Malí,MLI,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,260343637.32265198,206569984.9309943,226351640.12605658,363385200.4330107,445887865.9428246,537038892.37214816,470508390.91155708,419503562.35224444,435305287.41330707,449930199.93287277,610867181.98083389,670505462.41543412,690456008.16072297,736851812.8795377,671518579.12124145,888877338.19086111,900296986.95581639,1011440472.4318399,896410819.70714223,815879266.77210557,1040251702.8124664,1004407309.1907368,966428986.54354525,991657327.2943511,1079065406.7063448,1047224227.3436921,1345457541.8083291,1382277234.12884,1655527265.117533,1846813505.5002339,2108985041.8151329,2478438917.0416327,2989321363.6403208,4188273153.5160642,3364346430.2740593,4239661128.1938868,4376880668.5712891,4494553484.4351368,5795737234.366457,5949809860.5277805,5580554734.0456181,6124140250.702898,6237654970.1192675,6767469867.1046658,7396063979.8828583,7232296611.4108143,
Malta,MLT,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,193806291.8823207,211228849.27772188,277930929.26887691,401834934.826563,426993547.261213,478435324.7376284,591272982.68750083,679064137.0386138,919742240.40991545,1185200914.3818326,1072663840.6675247,983883004.01895654,889584326.9970088,868916079.57838285,913344204.26559329,1110962677.8759425,1409295930.9197066,1688042153.1982627,1834185814.6158113,2362280122.0932102,2535935095.168489,2828350596.2770581,2707470258.1290936,3058141106.6199222,3714346703.7986097,3619468902.9688783,3411199707.4060278,3795272767.3290787,4642889031.8919601,5002136895.2628098,4134509263.699481,4312068719.995039,5060772163.9012022,7838474483.1282701,10140650676.576139,14356637078.71484,21678559471.829601,28418723816.992401,24099842331.152599,22805930406.144341,29403484499.766701,28162957188.769501,29270565201.815102,29665257032.321301,27290658497.9613,27598257846.042603,29195461467.624298,30471224083.204498,30366269863.135902,30379669818.567299,
Myanmar,MMR,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,255831060.21560618,360242460.56644219,552649516.33373439,836766504.64551008,931317522.02103055,1033310080.4301842,1094384285.3843729,883849265.62627852,723373853.62311745,665776022.86476612,788598455.81227803,582069005.02907205,483729308.45160139,405710612.49944949,788693250.08989394,628080084.7892549,829995200.59212208,1454096218.9652612,1669758319.8388603,2124231455.936749,2224077741.4605632,2570209660.1512952,2827280652.2066293,2501844220.0315714,2626757548.9562759,2891478534.5293379,2525539064.4020748,2751612396.0635371,2982514068.1350517,3428501024.4553204,3959358029.82269,4735132009.0996895,5499900985.0549803,5794490494.0805597,6515984487.0669298,10613707579.33659,11554568413.05463,13925383420.154701,17650959266.506481,19343652705.808781,18002469285.024689,21651434975.059029,21780724676.191998,21251966532.028847,,
Oriente Medio y Norte de África (excluido altos ingresos),MNA,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227451748642.93076,248368798693.89105,299171196336.01086,392751851324.73132,361798957040.49237,394686559384.52527,415067149138.18622,473544730335.45825,501138103379.24878,515429538274.3045,430336036501.66168,399417597485.29138,427104495202.39374,467319452298.54114,487158864802.27173,391680919201.03735,
Montenegro,MNE,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272193452.3299031,4429268827.0826159,2935470121.5994663,2808754461.568635,3136803512.3032551,2901434439.2736034,2937504763.5981612,2992835579.0696411,2645571280.8991771,3011352378.8125148,3355085793.6117449,3959987845.9148631,3880935637.2363,3163402281.962182,3931753806.8744712
Mongolia,MNG,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,1283000000,1412700000,1436100000,1388500000,1450500000,1885600000,1896600000,1956600000,2034020000,1124440000,509050000,474240000,425050000,447160000,549500000,599200000,611220000,681600000,658864233.28999996,790516032.629179,845643596.71445751,965357981.31868064,1109322460.6432936,1433296350.2622924,1628895006.87219,1886353198.9544096,2618456682.0344572,3955922354.0259399,2850221855.4270501,4495682123.1610546,9380684304.55826,10134985961.15134,9410997918.9145203,8218995099.6087103,6316601540.3649492,6584902720.834363,8212041517.1191692,10125149961.60269,11212446420.007999,8934986390.7321396,
Mariana,MNP,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3349656543.9382601,4192760447.7537031,4452838108.1505909,5407098332.9242849,4898387407.0633059,5220211849.922287,8001310842.4029398,12609374537.844936,12576702106.095127,11938663538.629265,11018186842.269667,8240395440.062933,8771436535.8674507,10690801608.231541,10127491227.574862,8879502582.0940437,
Mauritania,MRT,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,312730183.22584772,415838835.25181043,410401338.09907889,372575142.1608445,411940948.95680094,492877094.72752303,585019411.61245871,648223685.26954496,626819107.86560225,527464604.77922428,631770123.89262855,730931092.43861306,665445439.57407451,655573394.74937212,600992161.44296896,569973576.15154588,584910764.22433567,670219214.2071265,682922320.25219691,580999393.08112454,559042396.06478333,623290782.55377376,556701641.93520176,505237187.79153937,,,,,,,,,,,,,,4448328479.1336231,4359996697.1661892,3822186966.2560019,2846184391.416007,2681282988.9417548,3001375737.8355579,3402561268.828608,3865623281.9992428,3864881801.5881271,
Mauricio,MUS,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,382846730.40703279,496268652.08544648,575667968.82755816,677857730.83233261,718088307.95092881,678450370.01402676,587350713.51658535,556371837.17385125,589550977.05090177,643031291.39034069,846405517.94812346,1227809751.0913124,1555620464.0294421,1628877381.7304316,1994487602.7126904,1963799801.6267118,2096739907.4205532,2164208176.2690172,2376677536.2789488,2524859108.5518322,2884321802.5339713,2757054079.9273095,2725751428.0415082,2895598943.4526143,2771756878.272059,2716979918.9053516,2871981366.5665221,3184441507.87603,3661595569.2968783,4284283294.2700052,5049501565.8168411,5818298368.9916668,6947626519.2728977,5513762008.4458828,11377585548.977131,8663563778.3600311,9017179890.1521397,12926107841.845871,14728888815.75956,13165925805.180771,14185846641.5576,17604551927.531853,14416154279.25029,15751736090.274189,10997566356.261028,
Malawi,MWI,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,300466897.98251802,432713633.11574543,577932137.649616,637855885.58062601,522506957.98862797,429934718.28872323,445621671.66307402,419986132.68193501,438835124.75516099,399500646.633955,413900669.7249676,559208032.63706195,535237204.24022281,637660482.40762758,865226406.26045132,837182743.80219483,671167107.73916674,678061056.0064466,708170632.3004446,818121126.87096727,958789054.48281813,710261490.10369873,810259812.49304128,679624671.04435861,686203193.56916094,839654007.15489542,1003138018.1214589,1158346268.8811891,1389954218.6087024,1400191902.4498215,1618699365.1833074,2156749536.2535548,2360032078.4358144,2834786018.935483,3261588292.2204523,2599288466.3127675,3226154422.2090921,3316953349.51756,2735865095.2857389,2504513983.5409498,2986561131.2399321,3331425253.5752001,3537766211.5411711,3363885065.0993328,
Malasia,MYS,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,5232925277.2079477,4855075995.7984943,5246353148.8828545,6373098047.4313498,8233444277.79321,11481685982.922941,15100487706.66416,16330711230.3407,17867238549.517822,19705331186.395672,20699836796.872337,18383098686.087299,16344742763.249199,18485192650.003368,22790354299.388451,28641024300.054382,35485928185.221169,43782938595.427971,48760231086.801605,57934924701.691277,73275225873.485397,93618275804.124939,98092861820.172806,100176252951.12601,72950469820.035049,83638842105.263123,103860342105.26312,94771052631.578949,100403263157.8947,106189500000,129236584210.5262,142267892928.82181,160300087916.00031,182562653186.5253,197878940773.89648,160180866932.65579,201593884165.43759,231774722074.10098,240782718257.9028,242715337659.92111,245414655529.8613,207595455500.78018,200927428355.34048,223211115891.30261,247937197736.96399,236159399249.82379,205293045577.9357,263612720634.44672
América del Norte,NAC,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,80171831031.191895,89496424186.545288,106274200370.12544,133040985040.23444,184549007028.67944,182678722783.30661,218040448884.28076,253029413493.84091,295658325745.98682,361575979370.66168,423005521422.5365,467551536187.63043,444896952945.85101,473573703614.16406,585865139840.95715,600285596025.39819,652085528715.76453,729191512735.19043,824673087945.88635,898812336189.56042,943597293226.63293,918724544480.71204,953638716889.20496,1025209907013.8295,1170199602164.772,1323015513602.71,1410945352824.0039,1570662836212.5642,1642139148595.7605,1831335667877.3743,2140153040627.6846,1976688613665.7749,2007722328550.8296,2183236930929.3784,2554480835264.9727,2950449905476.2051,3387867137939.9546,3688244076875.5259,3870150855344.3398,3006998609577.8345,3515717986867.041,3952333293780.3315,4057581448357.5801,4066503137156.939,4214410367964.7329,4033151986265.3926,3984137944462.6392,4295096576179.2573,4671151259126.5176,4707204725967.1475,4191018294672.5596,
Namibia,NAM,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730168111.4795418,1837095731.562676,2085017693.635812,1975003174.3381181,2034443897.3582911,2334767450.9971461,2360799182.9771118,2329229445.991487,2073717568.486058,1942684114.4418402,1856254051.33828,1889701885.7293379,1636529638.8147221,2055900370.0942905,2742606816.962101,3039084693.9441738,3294346685.1703391,4044188644.4751782,5164134798.7243223,5403095790.3696938,6516564834.5480576,6684203703.2226448,7952870610.1267872,7215523219.3151388,8087077004.0549164,7363810797.2119293,6829350675.8509474,6775736056.9306688,7193843099.5097828,6413086695.8716373,4824651836.3169689,
Nueva Caledonia,NCL,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573108361.8341544,2075663716.178633,2180019222.98803,2586899222.1423879,3230212943.9650812,4102057971.7936621,4592820221.1037121,3575154044.6585178,4527590447.4586906,5087711263.5123167,5055448967.974124,4954417239.4350729,4615246266.946373,3869782396.5036759,3536174219.9109287,,,,,
Níger,NER,"Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)",BM.GSR.TOTL.CD,,,,,,,,,,,,,,,213776494.26152819,223831602.87422919,313889285.85421962,379783128.60927415,613066285.34516609,762009905.3017199,1016274383.8538758,832829611.27985764,770414433.44628716,535914987.67631352,449339752.366328,533760892.6243335,575603817.18596303,720481389.25187612,749636848.20757914,676001221.11612201,802913228.8550607,654755322.29937768,651652221.60597205,527958179.58703971,465610255.14148605,510293104.78154373,556576380.34936917,489208468.9122867,592692513.30998886,508108109.54842889,486299803.95833582,506092527.88607693,563486445.21922421,726009430.28636301,892873206.87626708,1095789163.2037265,1118576448.3073626,1344650356.1194096,2014369768.0247622,2667322011.6229,2918948561.5927162,3211746236.2695589,3014953853.399138,3266264888.8403101,3506183291.3694267,3206540544.5610189,2799539757.6912432,3235751347.648314,3696455272.972455,3723961319.921998,3894584254.0154638,
